Raw,UTCTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,CarrierFrequencyHz
Raw,1755507817589,40235629000000,18,,-1439502798878505859,0.7872905731201172,1008.5621615871787,-12.695312656205477,17.86869573332938,90,8,0.0,49359,43416431044618,19,31.0,-15.154190063476562,0.7429999709129333,16,0.0,0.0,1.60537498E9,,,,0,,3,0.0,1.60537498E9
Raw,1755507817589,40235629000000,18,,-1439502798878505859,0.7872905731201172,1008.5621615871787,-12.695312656205477,17.86869573332938,90,21,0.0,23567,119034422628204,276,28.5,295.7353820800781,0.7935000658035278,16,0.0,0.0,1.57542003E9,,,,0,,6,0.0,1.57542003E9
Raw,1755507817589,40235629000000,18,,-1439502798878505859,0.7872905731201172,1008.5621615871787,-12.695312656205477,17.86869573332938,90,23,0.0,23567,119034429299102,17,32.9,-152.36814880371094,0.9079999923706055,16,0.0,0.0,1.57542003E9,,,,0,,6,0.0,1.57542003E9
Raw,1755507817589,40235629000000,18,,-1439502798878505859,0.7872905731201172,1008.5621615871787,-12.695312656205477,17.86869573332938,90,26,0.0,23567,119034418231523,16,33.4,437.96087646484375,0.8665000200271606,16,0.0,0.0,1.57542003E9,,,,0,,6,0.0,1.57542003E9
Fix,gps,-6.21452986,106.85978482,46.060546875,0.0,4.3352814,1755507816508
Raw,1755507818517,40236549000000,18,,-1439502798878505878,0.028350830078125,46.4591576019302,-16.15161409938544,13.636479756905825,90,10,0.0,16399,119035358813833,19,31.2,-322.2160949707031,0.03920000046491623,16,-0.0,1902.9177342976868,1.57542003E9,,,,0,,1,-0.12,1.57542003E9
Raw,1755507818517,40236549000000,18,,-1439502798878505878,0.028350830078125,46.4591576019302,-16.15161409938544,13.636479756905825,90,18,0.0,16399,119035349147255,21,30.3,510.7613525390625,0.04410000145435333,16,-0.0,1902.9177342976868,1.57542003E9,,,,0,,1,-0.12,1.57542003E9
Raw,1755507818517,40236549000000,18,,-1439502798878505878,0.028350830078125,46.4591576019302,-16.15161409938544,13.636479756905825,90,23,0.0,16399,119035357695882,6,41.9,280.1872863769531,0.021800000220537186,16,-0.0,1902.9177342976868,1.57542003E9,,,,0,,1,-0.12,1.57542003E9
Raw,1755507818517,40236549000000,18,,-1439502798878505878,0.028350830078125,46.4591576019302,-16.15161409938544,13.636479756905825,90,28,0.0,16399,119035351665363,489,24.6,380.168701171875,1.5980000495910645,16,0.0,0.0,1.57542003E9,,,,0,,1,-0.12,1.57542003E9
Raw,1755507818518,40236549000000,18,,-1439502798878505878,0.028350830078125,46.4591576019302,-16.15161409938544,13.636479756905825,90,29,0.0,16399,119035345734400,19,30.9,73.59866333007812,0.031700000166893005,16,-0.0,1902.9177342976868,1.57542003E9,,,,0,,1,-0.12,1.57542003E9
Raw,1755507818518,40236549000000,18,,-1439502798878505878,0.028350830078125,46.4591576019302,-16.15161409938544,13.636479756905825,90,31,0.0,16399,119035354146338,749,21.7,164.84188842773438,1.8324999809265137,16,0.0,0.0,1.57542003E9,,,,0,,1,-0.12,1.57542003E9
Raw,1755507818518,40236549000000,18,,-1439502798878505878,0.028350830078125,46.4591576019302,-16.15161409938544,13.636479756905825,90,194,0.0,16399,119035301076455,24,29.1,195.45062255859375,0.9470000267028809,16,0.0,0.0,1.57542003E9,,,,0,,4,-0.12,1.57542003E9
Raw,1755507818518,40236549000000,18,,-1439502798878505878,0.028350830078125,46.4591576019302,-16.15161409938544,13.636479756905825,90,195,0.0,16399,119035312777686,21,30.3,73.55303955078125,0.048600003123283386,16,-0.0,1902.9177342976868,1.57542003E9,,,,0,,4,-0.12,1.57542003E9
Raw,1755507818518,40236549000000,18,,-1439502798878505878,0.028350830078125,46.4591576019302,-16.15161409938544,13.636479756905825,90,14,0.0,49359,43417352790105,748,21.0,-671.017333984375,1.9544999599456787,16,0.0,0.0,1.59806246E9,,,,0,,3,0.34,1.59806246E9
Raw,1755507818518,40236549000000,18,,-1439502798878505878,0.028350830078125,46.4591576019302,-16.15161409938544,13.636479756905825,90,13,0.0,49359,43417363164626,12,36.5,9.756423950195312,0.24650000035762787,16,-0.0,1872.6600783192619,1.60087501E9,,,,0,,3,0.34,1.60087501E9
Raw,1755507818518,40236549000000,18,,-1439502798878505878,0.028350830078125,46.4591576019302,-16.15161409938544,13.636479756905825,90,12,0.0,49359,43417358204017,46,24.2,629.6261596679688,1.2415000200271606,16,0.0,0.0,1.60143744E9,,,,0,,3,0.34,1.60143744E9
Raw,1755507818518,40236549000000,18,,-1439502798878505878,0.028350830078125,46.4591576019302,-16.15161409938544,13.636479756905825,90,1,0.0,49359,43417354601263,649,22.9,-421.9285583496094,1.877500057220459,16,0.0,0.0,1.60256256E9,,,,0,,3,0.34,1.60256256E9
Raw,1755507818518,40236549000000,18,,-1439502798878505878,0.028350830078125,46.4591576019302,-16.15161409938544,13.636479756905825,90,24,0.0,49359,43417353778685,563,23.8,205.70555114746094,1.7960000038146973,16,0.0,0.0,1.60312499E9,,,,0,,3,0.34,1.60312499E9
Raw,1755507818519,40236549000000,18,,-1439502798878505878,0.028350830078125,46.4591576019302,-16.15161409938544,13.636479756905825,90,8,0.0,49359,43417351044654,27,28.4,-14.080418586730957,0.953000009059906,16,0.0,0.0,1.60537498E9,,,,0,,3,0.34,1.60537498E9
Raw,1755507818519,40236549000000,18,,-1439502798878505878,0.028350830078125,46.4591576019302,-16.15161409938544,13.636479756905825,90,9,0.0,16399,119021300960936,487,24.2,256.76641845703125,0.981499969959259,16,0.0,0.0,1.56109798E9,,,,0,,5,-1.44,1.56109798E9
Raw,1755507818519,40236549000000,18,,-1439502798878505878,0.028350830078125,46.4591576019302,-16.15161409938544,13.636479756905825,90,7,0.0,16399,119021303315443,647,22.2,-104.61351013183594,1.1360000371932983,16,0.0,0.0,1.56109798E9,,,,0,,5,-1.44,1.56109798E9
Raw,1755507818519,40236549000000,18,,-1439502798878505878,0.028350830078125,46.4591576019302,-16.15161409938544,13.636479756905825,90,4,0.0,16399,119021299182699,277,28.3,1.4114902019500732,3.092100143432617,16,0.0,0.0,1.56109798E9,,,,0,,5,-1.44,1.56109798E9
Raw,1755507818519,40236549000000,18,,-1439502798878505878,0.028350830078125,46.4591576019302,-16.15161409938544,13.636479756905825,90,10,0.0,23567,119035335915865,490,24.3,-264.403564453125,1.6489999294281006,16,0.0,0.0,1.57542003E9,,,,0,,6,-0.11,1.57542003E9
Raw,1755507818519,40236549000000,18,,-1439502798878505878,0.028350830078125,46.4591576019302,-16.15161409938544,13.636479756905825,90,21,0.0,23567,119035342627305,27,29.1,297.3528747558594,0.7114999890327454,16,0.0,0.0,1.57542003E9,,,,0,,6,-0.11,1.57542003E9
Raw,1755507818521,40236549000000,18,,-1439502798878505878,0.028350830078125,46.4591576019302,-16.15161409938544,13.636479756905825,90,23,0.0,23567,119035349299577,19,31.8,-151.91368103027344,0.04370000213384628,16,-0.0,1902.9177342976868,1.57542003E9,,,,0,,6,-0.11,1.57542003E9
Raw,1755507818521,40236549000000,18,,-1439502798878505878,0.028350830078125,46.4591576019302,-16.15161409938544,13.636479756905825,90,26,0.0,23567,119035338230173,19,32.1,438.7230224609375,0.0421999990940094,16,-0.0,1902.9177342976868,1.57542003E9,,,,0,,6,-0.11,1.57542003E9
Raw,1755507818521,40236549000000,18,,-1439502798878505878,0.028350830078125,46.4591576019302,-16.15161409938544,13.636479756905825,90,33,0.0,23567,119035346516585,749,21.4,269.7888488769531,1.8834999799728394,16,0.0,0.0,1.57542003E9,,,,0,,6,-0.11,1.57542003E9
Fix,gps,-6.21452927,106.85978468,46.00592041015625,0.0,4.0837765,1755507818000
Raw,1755507819537,40237549000000,18,,-1439502798878505891,0.1835498809814453,38.41287616523914,-13.64548549376711,10.203594502011248,90,10,0.0,16399,119036358814933,21,30.2,-323.10064697265625,0.08760000765323639,16,-0.0,1902.9177342976868,1.57542003E9,,,,0,,1,-0.36,1.57542003E9
Raw,1755507819538,40237549000000,18,,-1439502798878505891,0.1835498809814453,38.41287616523914,-13.64548549376711,10.203594502011248,90,18,0.0,16399,119036349145537,16,32.7,509.7585144042969,0.04439999908208847,16,-0.0,1902.9177342976868,1.57542003E9,,,,0,,1,-0.36,1.57542003E9
Raw,1755507819538,40237549000000,18,,-1439502798878505891,0.1835498809814453,38.41287616523914,-13.64548549376711,10.203594502011248,90,23,0.0,16399,119036357694952,7,41.2,279.31182861328125,0.04620000347495079,16,-0.0,1902.9177342976868,1.57542003E9,,,,0,,1,-0.36,1.57542003E9
Raw,1755507819538,40237549000000,18,,-1439502798878505891,0.1835498809814453,38.41287616523914,-13.64548549376711,10.203594502011248,90,29,0.0,16399,119036345734177,19,31.3,72.57970428466797,0.04969999939203262,16,-0.0,1902.9177342976868,1.57542003E9,,,,0,,1,-0.36,1.57542003E9
Raw,1755507819538,40237549000000,18,,-1439502798878505891,0.1835498809814453,38.41287616523914,-13.64548549376711,10.203594502011248,90,194,0.0,16399,119036301075711,27,28.5,194.09002685546875,0.6180000305175781,16,0.0,0.0,1.57542003E9,,,,0,,4,-0.36,1.57542003E9
Raw,1755507819538,40237549000000,18,,-1439502798878505891,0.1835498809814453,38.41287616523914,-13.64548549376711,10.203594502011248,90,195,0.0,16399,119036312777474,16,33.0,72.582275390625,0.048900000751018524,16,-0.0,1902.9177342976868,1.57542003E9,,,,0,,4,-0.36,1.57542003E9
Raw,1755507819538,40237549000000,18,,-1439502798878505891,0.1835498809814453,38.41287616523914,-13.64548549376711,10.203594502011248,90,13,0.0,49359,43418363164602,13,35.2,8.847929954528809,0.22940000891685486,16,-0.0,1872.6600783192619,1.60087501E9,,,,0,,3,-0.75,1.60087501E9
Raw,1755507819538,40237549000000,18,,-1439502798878505891,0.1835498809814453,38.41287616523914,-13.64548549376711,10.203594502011248,90,12,0.0,49359,43418358201831,40,25.4,628.0630493164062,1.0134999752044678,16,0.0,0.0,1.60143744E9,,,,0,,3,-0.75,1.60143744E9
Raw,1755507819538,40237549000000,18,,-1439502798878505891,0.1835498809814453,38.41287616523914,-13.64548549376711,10.203594502011248,90,8,0.0,49359,43418351044697,27,28.9,-14.958109855651855,0.8330000042915344,16,0.0,0.0,1.60537498E9,,,,0,,3,-0.75,1.60537498E9
Raw,1755507819538,40237549000000,18,,-1439502798878505891,0.1835498809814453,38.41287616523914,-13.64548549376711,10.203594502011248,90,21,0.0,23567,119036342626300,27,29.1,295.70684814453125,0.6035000085830688,16,0.0,0.0,1.57542003E9,,,,0,,6,-0.36,1.57542003E9
Raw,1755507819538,40237549000000,18,,-1439502798878505891,0.1835498809814453,38.41287616523914,-13.64548549376711,10.203594502011248,90,23,0.0,23567,119036349300089,21,30.9,-152.8148651123047,0.0861000046133995,16,-0.0,1902.9177342976868,1.57542003E9,,,,0,,6,-0.36,1.57542003E9
Raw,1755507819538,40237549000000,18,,-1439502798878505891,0.1835498809814453,38.41287616523914,-13.64548549376711,10.203594502011248,90,26,0.0,23567,119036338228706,17,32.7,437.68121337890625,0.059300001710653305,16,-0.0,1902.9177342976868,1.57542003E9,,,,0,,6,-0.36,1.57542003E9
Fix,gps,-6.21452915,106.85978464,45.9979248046875,0.0,3.7900925,1755507819000
Raw,1755507820529,40238549000000,18,,-1439502798878505912,0.6199474334716797,32.33088500564918,-17.00873852485706,11.45058844192195,90,10,0.0,16399,119037358816061,24,28.7,-324.9118347167969,0.11949999630451202,16,-0.0,1902.9177342976868,1.57542003E9,,,,0,,1,-0.41,1.57542003E9
Raw,1755507820530,40238549000000,18,,-1439502798878505912,0.6199474334716797,32.33088500564918,-17.00873852485706,11.45058844192195,90,18,0.0,16399,119037349143832,12,36.2,507.6781311035156,0.03750000149011612,16,-0.0,1902.9177342976868,1.57542003E9,,,,0,,1,-0.41,1.57542003E9
Raw,1755507820530,40238549000000,18,,-1439502798878505912,0.6199474334716797,32.33088500564918,-17.00873852485706,11.45058844192195,90,23,0.0,16399,119037357694026,8,40.1,277.3603515625,0.04670000448822975,16,-0.0,1902.9177342976868,1.57542003E9,,,,0,,1,-0.41,1.57542003E9
Raw,1755507820530,40238549000000,18,,-1439502798878505912,0.6199474334716797,32.33088500564918,-17.00873852485706,11.45058844192195,90,28,0.0,16399,119037351662922,35,25.8,377.428466796875,0.8420000076293945,16,0.0,0.0,1.57542003E9,,,,0,,1,-0.41,1.57542003E9
Raw,1755507820530,40238549000000,18,,-1439502798878505912,0.6199474334716797,32.33088500564918,-17.00873852485706,11.45058844192195,90,29,0.0,16399,119037345733965,19,30.6,70.53279113769531,0.04969999939203262,16,-0.0,1902.9177342976868,1.57542003E9,,,,0,,1,-0.41,1.57542003E9
Raw,1755507820530,40238549000000,18,,-1439502798878505912,0.6199474334716797,32.33088500564918,-17.00873852485706,11.45058844192195,90,194,0.0,16399,119037301075112,17,32.4,192.20260620117188,0.033799998462200165,16,-0.0,1902.9177342976868,1.57542003E9,,,,0,,4,-0.41,1.57542003E9
Raw,1755507820530,40238549000000,18,,-1439502798878505912,0.6199474334716797,32.33088500564918,-17.00873852485706,11.45058844192195,90,195,0.0,16399,119037312777235,17,32.3,70.51933288574219,0.050300002098083496,16,-0.0,1902.9177342976868,1.57542003E9,,,,0,,4,-0.41,1.57542003E9
Raw,1755507820530,40238549000000,18,,-1439502798878505912,0.6199474334716797,32.33088500564918,-17.00873852485706,11.45058844192195,90,13,0.0,49359,43419363164603,13,35.3,7.014307022094727,0.22940000891685486,16,-0.0,1872.6600783192619,1.60087501E9,,,,0,,3,-0.28,1.60087501E9
Raw,1755507820530,40238549000000,18,,-1439502798878505912,0.6199474334716797,32.33088500564918,-17.00873852485706,11.45058844192195,90,12,0.0,49359,43419358199727,21,30.1,625.8468627929688,0.28760001063346863,16,-0.0,1872.002391714177,1.60143744E9,,,,0,,3,-0.28,1.60143744E9
Raw,1755507820530,40238549000000,18,,-1439502798878505912,0.6199474334716797,32.33088500564918,-17.00873852485706,11.45058844192195,90,1,0.0,49359,43419354604042,46,24.9,-424.9965515136719,1.097499966621399,16,0.0,0.0,1.60256256E9,,,,0,,3,-0.28,1.60256256E9
Raw,1755507820530,40238549000000,18,,-1439502798878505912,0.6199474334716797,32.33088500564918,-17.00873852485706,11.45058844192195,90,24,0.0,49359,43419353777250,40,25.3,203.5736846923828,1.0390000343322754,16,0.0,0.0,1.60312499E9,,,,0,,3,-0.28,1.60312499E9
Raw,1755507820530,40238549000000,18,,-1439502798878505912,0.6199474334716797,32.33088500564918,-17.00873852485706,11.45058844192195,90,8,0.0,49359,43419351044782,19,31.9,-16.615381240844727,0.25870001316070557,16,-0.0,1867.4108932046968,1.60537498E9,,,,0,,3,-0.28,1.60537498E9
Raw,1755507820530,40238549000000,18,,-1439502798878505912,0.6199474334716797,32.33088500564918,-17.00873852485706,11.45058844192195,90,13,0.0,16399,119023305833165,46,24.7,-217.8112030029297,0.9110000133514404,16,0.0,0.0,1.56109798E9,,,,0,,5,4.85,1.56109798E9
Raw,1755507820530,40238549000000,18,,-1439502798878505912,0.6199474334716797,32.33088500564918,-17.00873852485706,11.45058844192195,90,9,0.0,16399,119023300959212,27,28.8,254.7019805908203,0.6885000467300415,16,0.0,0.0,1.56109798E9,,,,0,,5,4.85,1.56109798E9
Raw,1755507820530,40238549000000,18,,-1439502798878505912,0.6199474334716797,32.33088500564918,-17.00873852485706,11.45058844192195,90,7,0.0,16399,119023303316123,35,26.3,-107.12923431396484,0.793999969959259,16,0.0,0.0,1.56109798E9,,,,0,,5,4.85,1.56109798E9
Raw,1755507820530,40238549000000,18,,-1439502798878505912,0.6199474334716797,32.33088500564918,-17.00873852485706,11.45058844192195,90,4,0.0,16399,119023299182789,13,35.7,-10.005257606506348,1.4056999683380127,16,0.0,0.0,1.56109798E9,,,,0,,5,4.85,1.56109798E9
Raw,1755507820531,40238549000000,18,,-1439502798878505912,0.6199474334716797,32.33088500564918,-17.00873852485706,11.45058844192195,90,1,0.0,16399,119023302658422,11,37.5,-8.814613342285156,1.2992000579833984,16,0.0,0.0,1.56109798E9,,,,0,,5,4.85,1.56109798E9
Raw,1755507820531,40238549000000,18,,-1439502798878505912,0.6199474334716797,32.33088500564918,-17.00873852485706,11.45058844192195,90,10,0.0,23567,119037335917653,61,22.5,-266.0971374511719,1.0460000038146973,16,0.0,0.0,1.57542003E9,,,,0,,6,-0.43,1.57542003E9
Raw,1755507820531,40238549000000,18,,-1439502798878505912,0.6199474334716797,32.33088500564918,-17.00873852485706,11.45058844192195,90,21,0.0,23567,119037342625328,24,29.9,294.23486328125,0.11949999630451202,16,-0.0,1902.9177342976868,1.57542003E9,,,,0,,6,-0.43,1.57542003E9
Raw,1755507820531,40238549000000,18,,-1439502798878505912,0.6199474334716797,32.33088500564918,-17.00873852485706,11.45058844192195,90,23,0.0,23567,119037349300622,31,27.5,-154.77536010742188,0.6919999718666077,16,0.0,0.0,1.57542003E9,,,,0,,6,-0.43,1.57542003E9
Raw,1755507820531,40238549000000,18,,-1439502798878505912,0.6199474334716797,32.33088500564918,-17.00873852485706,11.45058844192195,90,26,0.0,23567,119037338227232,27,28.8,435.4490051269531,0.643500030040741,16,0.0,0.0,1.57542003E9,,,,0,,6,-0.43,1.57542003E9
Raw,1755507820531,40238549000000,18,,-1439502798878505912,0.6199474334716797,32.33088500564918,-17.00873852485706,11.45058844192195,90,33,0.0,23567,119037346514786,46,24.3,267.9810485839844,0.8914999961853027,16,0.0,0.0,1.57542003E9,,,,0,,6,-0.43,1.57542003E9
Fix,gps,-6.21452708,106.85978458,45.69140625,0.0,3.7900925,1755507820000
Raw,1755507821563,40239549000000,18,,-1439502798878505946,0.16846275329589844,32.87521394668147,-23.512862373415654,12.339978917900112,90,10,0.0,16399,119038358817091,17,32.0,-325.17132568359375,0.059300001710653305,16,-0.0,1902.9177342976868,1.57542003E9,,,,0,,1,-0.02,1.57542003E9
Raw,1755507821564,40239549000000,18,,-1439502798878505946,0.16846275329589844,32.87521394668147,-23.512862373415654,12.339978917900112,90,18,0.0,16399,119038349142146,10,38.1,507.4759216308594,0.03590000048279762,16,-0.0,1902.9177342976868,1.57542003E9,,,,0,,1,-0.02,1.57542003E9
Raw,1755507821564,40239549000000,18,,-1439502798878505946,0.16846275329589844,32.87521394668147,-23.512862373415654,12.339978917900112,90,23,0.0,16399,119038357693115,8,40.4,277.2869873046875,0.04670000448822975,16,-0.0,1902.9177342976868,1.57542003E9,,,,0,,1,-0.02,1.57542003E9
Raw,1755507821564,40239549000000,18,,-1439502798878505946,0.16846275329589844,32.87521394668147,-23.512862373415654,12.339978917900112,90,25,0.0,16399,119038350105127,80,20.2,585.4099731445312,1.8265000581741333,16,0.0,0.0,1.57542003E9,,,,0,,1,-0.02,1.57542003E9
Raw,1755507821564,40239549000000,18,,-1439502798878505946,0.16846275329589844,32.87521394668147,-23.512862373415654,12.339978917900112,90,28,0.0,16399,119038351661595,35,26.2,377.6473083496094,0.7429999709129333,16,0.0,0.0,1.57542003E9,,,,0,,1,-0.02,1.57542003E9
Raw,1755507821564,40239549000000,18,,-1439502798878505946,0.16846275329589844,32.87521394668147,-23.512862373415654,12.339978917900112,90,29,0.0,16399,119038345733680,31,27.0,69.92340850830078,0.6739999651908875,16,0.0,0.0,1.57542003E9,,,,0,,1,-0.02,1.57542003E9
Raw,1755507821565,40239549000000,18,,-1439502798878505946,0.16846275329589844,32.87521394668147,-23.512862373415654,12.339978917900112,90,194,0.0,16399,119038301074459,16,32.9,192.08522033691406,0.03240000084042549,16,-0.0,1902.9177342976868,1.57542003E9,,,,0,,4,-0.02,1.57542003E9
Raw,1755507821565,40239549000000,18,,-1439502798878505946,0.16846275329589844,32.87521394668147,-23.512862373415654,12.339978917900112,90,195,0.0,16399,119038312777021,17,32.3,70.36064147949219,0.050300002098083496,16,-0.0,1902.9177342976868,1.57542003E9,,,,0,,4,-0.02,1.57542003E9
Raw,1755507821565,40239549000000,18,,-1439502798878505946,0.16846275329589844,32.87521394668147,-23.512862373415654,12.339978917900112,90,13,0.0,49359,43420363164535,13,35.1,6.988964080810547,0.22940000891685486,16,-0.0,1872.6600783192619,1.60087501E9,,,,0,,3,-0.02,1.60087501E9
Raw,1755507821565,40239549000000,18,,-1439502798878505946,0.16846275329589844,32.87521394668147,-23.512862373415654,12.339978917900112,90,12,0.0,49359,43420358197612,17,32.0,625.7413940429688,0.25929999351501465,16,-0.0,1872.002391714177,1.60143744E9,,,,0,,3,-0.02,1.60143744E9
Raw,1755507821565,40239549000000,18,,-1439502798878505946,0.16846275329589844,32.87521394668147,-23.512862373415654,12.339978917900112,90,1,0.0,49359,43420354605309,31,27.7,-424.3511657714844,0.887499988079071,16,0.0,0.0,1.60256256E9,,,,0,,3,-0.02,1.60256256E9
Raw,1755507821565,40239549000000,18,,-1439502798878505946,0.16846275329589844,32.87521394668147,-23.512862373415654,12.339978917900112,90,24,0.0,49359,43420353776642,35,26.4,203.5736846923828,0.9459999799728394,16,0.0,0.0,1.60312499E9,,,,0,,3,-0.02,1.60312499E9
Raw,1755507821565,40239549000000,18,,-1439502798878505946,0.16846275329589844,32.87521394668147,-23.512862373415654,12.339978917900112,90,8,0.0,49359,43420351044845,27,28.9,-16.91891098022461,0.8330000042915344,16,0.0,0.0,1.60537498E9,,,,0,,3,-0.02,1.60537498E9
Raw,1755507821565,40239549000000,18,,-1439502798878505946,0.16846275329589844,32.87521394668147,-23.512862373415654,12.339978917900112,90,13,0.0,16399,119024305833979,53,24.0,-218.37771606445312,0.8539999723434448,16,0.0,0.0,1.56109798E9,,,,0,,5,5.46,1.56109798E9
Raw,1755507821566,40239549000000,18,,-1439502798878505946,0.16846275329589844,32.87521394668147,-23.512862373415654,12.339978917900112,90,9,0.0,16399,119024300958398,24,30.0,254.50213623046875,0.0925000011920929,16,-0.0,1920.3757538518662,1.56109798E9,,,,0,,5,5.46,1.56109798E9
Raw,1755507821566,40239549000000,18,,-1439502798878505946,0.16846275329589844,32.87521394668147,-23.512862373415654,12.339978917900112,90,7,0.0,16399,119024303316439,31,27.5,-107.7629623413086,0.6710000038146973,16,0.0,0.0,1.56109798E9,,,,0,,5,5.46,1.56109798E9
Raw,1755507821566,40239549000000,18,,-1439502798878505946,0.16846275329589844,32.87521394668147,-23.512862373415654,12.339978917900112,90,4,0.0,16399,119024299182816,13,35.7,-10.25490951538086,1.3906999826431274,16,0.0,0.0,1.56109798E9,,,,0,,5,5.46,1.56109798E9
Raw,1755507821566,40239549000000,18,,-1439502798878505946,0.16846275329589844,32.87521394668147,-23.512862373415654,12.339978917900112,90,1,0.0,16399,119024302658465,11,37.7,-10.283592224121094,0.3005000054836273,16,-0.0,1920.3757538518662,1.56109798E9,,,,0,,5,5.46,1.56109798E9
Raw,1755507821566,40239549000000,18,,-1439502798878505946,0.16846275329589844,32.87521394668147,-23.512862373415654,12.339978917900112,90,10,0.0,23567,119038335918535,61,22.6,-265.47869873046875,1.0190000534057617,16,0.0,0.0,1.57542003E9,,,,0,,6,-0.04,1.57542003E9
Raw,1755507821566,40239549000000,18,,-1439502798878505946,0.16846275329589844,32.87521394668147,-23.512862373415654,12.339978917900112,90,12,0.0,23567,119038342297602,70,21.5,-125.0514907836914,1.7484999895095825,16,0.0,0.0,1.57542003E9,,,,0,,6,-0.04,1.57542003E9
Raw,1755507821566,40239549000000,18,,-1439502798878505946,0.16846275329589844,32.87521394668147,-23.512862373415654,12.339978917900112,90,21,0.0,23567,119038342624343,24,29.8,294.09033203125,0.11949999630451202,16,-0.0,1902.9177342976868,1.57542003E9,,,,0,,6,-0.04,1.57542003E9
