TimeMillis,Svid,Cn0DbHz,ConstellationType,ElevationDegrees,AzimuthDegrees,UsedInFix
1755507820487,31,21.7,1,37.0,298.0,true
1755507820487,14,21.0,3,21.0,210.0,false
1755507820487,13,35.3,3,75.0,270.0,false
1755507820487,12,30.1,3,42.0,12.0,true
1755507820487,1,24.9,3,27.0,45.0,false
1755507820487,24,25.3,3,25.0,220.0,true
1755507820487,8,31.9,3,16.0,102.0,false
1755507820487,13,24.7,5,59.0,357.0,false
1755507820487,9,28.8,5,46.0,323.0,true
1755507820487,7,26.3,5,46.0,164.0,true
1755507820487,4,35.7,5,28.0,85.0,true
1755507820487,1,37.5,5,45.0,81.0,false
1755507820487,194,32.4,4,39.0,77.0,false
1755507820487,195,32.3,4,44.0,147.0,true
1755507820487,128,33.7,2,0.0,0.0,false
1755507820487,129,35.4,2,0.0,0.0,false
1755507820487,10,22.5,6,15.0,299.0,true
1755507820487,21,29.9,6,37.0,52.0,true
1755507820487,23,27.5,6,73.0,146.0,true
1755507820487,26,28.8,6,19.0,156.0,true
1755507820487,33,24.3,6,52.0,206.0,true
1755507821498,10,32.0,1,66.0,16.0,true
1755507821498,18,38.1,1,23.0,158.0,true
1755507821498,23,40.4,1,52.0,122.0,true
1755507821498,25,20.2,1,19.0,39.0,false
1755507821498,28,26.2,1,32.0,336.0,true
1755507821498,29,27.0,1,13.0,106.0,true
1755507821498,31,21.7,1,37.0,298.0,true
1755507821498,14,21.0,3,21.0,210.0,false
1755507821498,13,35.1,3,75.0,270.0,false
1755507821498,12,32.0,3,42.0,12.0,true
1755507821498,1,27.7,3,27.0,45.0,false
1755507821498,24,26.4,3,25.0,220.0,true
1755507821498,8,28.9,3,16.0,102.0,false
1755507821498,13,24.0,5,59.0,357.0,true
1755507821498,9,30.0,5,46.0,323.0,true
1755507821498,7,27.5,5,46.0,164.0,true
1755507821498,4,35.7,5,28.0,85.0,true
1755507821498,1,37.7,5,45.0,81.0,false
1755507821498,194,32.9,4,39.0,77.0,false
1755507821498,195,32.3,4,44.0,147.0,true
1755507821498,128,35.6,2,0.0,0.0,false
1755507821498,129,37.3,2,0.0,0.0,false
1755507821498,10,22.6,6,15.0,299.0,true
1755507821498,12,21.5,6,33.0,284.0,false
1755507821498,21,29.8,6,37.0,52.0,true
1755507821498,23,30.4,6,73.0,146.0,true
1755507821498,26,28.8,6,19.0,156.0,true
1755507821498,33,24.8,6,52.0,206.0,true
1755507822497,10,26.8,1,66.0,16.0,true
1755507822497,18,38.3,1,23.0,158.0,true
1755507822497,23,40.7,1,52.0,122.0,true
1755507822497,25,22.2,1,19.0,39.0,true
1755507822497,28,22.7,1,32.0,336.0,true
1755507822497,29,28.3,1,13.0,106.0,true
1755507822497,14,21.0,3,21.0,210.0,false
1755507822497,13,36.0,3,75.0,270.0,false
1755507822497,12,29.8,3,42.0,12.0,true
1755507822497,1,29.3,3,27.0,45.0,false
1755507822497,24,25.2,3,25.0,220.0,true
1755507822497,8,35.1,3,16.0,102.0,false
1755507822497,16,22.0,5,37.0,345.0,false
1755507822497,13,24.5,5,59.0,357.0,true
1755507822497,9,29.4,5,46.0,323.0,true
1755507822497,7,26.5,5,46.0,164.0,true
1755507822497,6,20.1,5,40.0,340.0,false
1755507822497,4,37.1,5,28.0,85.0,true
1755507822497,3,30.8,5,80.0,26.0,false
1755507822497,2,28.8,5,60.0,291.0,false
1755507822497,1,39.3,5,45.0,81.0,false
1755507822497,194,31.2,4,39.0,77.0,false
1755507822497,195,29.5,4,44.0,147.0,true
1755507822497,128,35.0,2,0.0,0.0,false
1755507822497,129,36.9,2,0.0,0.0,false
1755507822497,10,24.9,6,15.0,299.0,true
1755507822497,12,21.5,6,33.0,284.0,false
1755507822497,21,28.1,6,37.0,52.0,true
1755507822497,23,31.3,6,73.0,146.0,true
1755507822497,26,32.1,6,19.0,156.0,true
1755507822497,33,26.8,6,52.0,206.0,true
1755507823495,10,30.1,1,66.0,16.0,true
1755507823495,18,38.1,1,23.0,158.0,true
1755507823495,23,40.1,1,52.0,122.0,true
1755507823495,25,22.2,1,19.0,39.0,true
1755507823495,26,23.9,1,59.0,212.0,false
1755507823495,28,25.2,1,32.0,336.0,true
1755507823495,29,33.4,1,13.0,106.0,true
1755507823495,14,21.0,3,21.0,210.0,false
1755507823495,13,36.3,3,75.0,270.0,false
1755507823495,12,29.9,3,42.0,12.0,true
1755507823495,1,28.6,3,27.0,45.0,false
1755507823495,24,25.9,3,25.0,220.0,true
1755507823495,8,32.2,3,16.0,102.0,false
1755507823495,16,24.8,5,37.0,345.0,false
1755507823495,13,23.6,5,59.0,357.0,true
1755507823495,9,29.7,5,46.0,323.0,true
1755507823495,7,24.1,5,46.0,164.0,true
1755507823495,6,22.7,5,40.0,340.0,false
1755507823495,4,36.0,5,28.0,85.0,true
1755507823495,3,32.0,5,80.0,26.0,true
1755507823495,2,28.8,5,60.0,291.0,false
1755507823495,1,40.1,5,45.0,81.0,false
1755507823495,194,33.2,4,39.0,77.0,false
1755507823495,195,30.4,4,44.0,147.0,true
1755507823495,128,37.8,2,0.0,0.0,false
1755507823495,129,37.0,2,0.0,0.0,false
1755507823495,10,24.1,6,15.0,299.0,true
1755507823495,12,21.5,6,33.0,284.0,false
1755507823495,21,28.9,6,37.0,52.0,true
1755507823495,23,29.5,6,73.0,146.0,true
1755507823495,26,31.4,6,19.0,156.0,true
1755507823495,33,27.2,6,52.0,206.0,true
1755507824504,10,30.3,1,66.0,16.0,true
1755507824504,18,38.9,1,23.0,158.0,true
1755507824504,23,40.2,1,52.0,122.0,true
1755507824504,25,22.2,1,19.0,39.0,true
1755507824504,26,25.3,1,59.0,212.0,true
1755507824504,28,25.2,1,32.0,336.0,true
1755507824504,29,29.9,1,13.0,106.0,true
1755507824504,14,21.0,3,21.0,210.0,false
1755507824504,13,35.4,3,75.0,270.0,false
1755507824504,12,29.9,3,42.0,12.0,true
1755507824504,1,29.0,3,27.0,45.0,false
1755507824504,24,25.5,3,25.0,220.0,true
1755507824504,8,27.9,3,16.0,102.0,false
1755507824504,16,24.9,5,37.0,345.0,false
1755507824504,13,22.9,5,59.0,357.0,true
1755507824504,9,28.5,5,46.0,323.0,true
1755507824504,7,25.2,5,46.0,164.0,true
1755507824504,6,22.7,5,40.0,340.0,false
1755507824504,4,38.5,5,28.0,85.0,true
1755507824504,3,32.0,5,80.0,26.0,true
1755507824504,2,28.8,5,60.0,291.0,false
1755507824504,1,40.1,5,45.0,81.0,false
1755507824504,194,34.3,4,39.0,77.0,false
1755507824504,195,28.1,4,44.0,147.0,true
1755507824504,128,38.8,2,0.0,0.0,false
1755507824504,129,36.1,2,0.0,0.0,false
1755507824504,10,27.3,6,15.0,299.0,true
1755507824504,12,21.5,6,33.0,284.0,false
1755507824504,21,28.2,6,37.0,52.0,true
1755507824504,23,25.4,6,73.0,146.0,true
1755507824504,26,30.3,6,19.0,156.0,true
1755507824504,33,24.8,6,52.0,206.0,true
1755507825497,10,27.4,1,66.0,16.0,true
1755507825497,18,36.5,1,23.0,158.0,true
1755507825497,23,40.7,1,52.0,122.0,true
1755507825497,26,25.3,1,59.0,212.0,true
1755507825497,28,25.2,1,32.0,336.0,true
1755507825497,29,28.8,1,13.0,106.0,true
1755507825497,14,21.0,3,21.0,210.0,false
1755507825497,13,37.0,3,75.0,270.0,false
1755507825497,12,27.9,3,42.0,12.0,true
1755507825497,1,27.2,3,27.0,45.0,false
1755507825497,24,25.7,3,25.0,220.0,true
1755507825497,8,35.6,3,16.0,102.0,false
1755507825497,16,24.9,5,37.0,345.0,false
1755507825497,13,27.5,5,59.0,357.0,true
1755507825497,9,29.7,5,46.0,323.0,true
1755507825497,7,27.6,5,46.0,164.0,true
1755507825497,6,21.1,5,40.0,340.0,false
1755507825497,4,35.8,5,28.0,85.0,true
1755507825497,3,32.1,5,80.0,26.0,true
1755507825497,2,28.5,5,60.0,291.0,false
1755507825497,1,39.7,5,45.0,81.0,false
1755507825497,194,30.3,4,39.0,77.0,false
1755507825497,195,31.9,4,44.0,147.0,true
1755507825497,128,36.7,2,0.0,0.0,false
1755507825497,129,37.1,2,0.0,0.0,false
1755507825497,10,24.1,6,15.0,299.0,true
1755507825497,12,21.5,6,33.0,284.0,false
1755507825497,21,27.7,6,37.0,52.0,true
1755507825497,23,31.0,6,73.0,146.0,true
1755507825497,26,32.6,6,19.0,156.0,true
1755507825497,33,27.2,6,52.0,206.0,true
1755507826492,10,29.3,1,66.0,16.0,true
1755507826492,18,37.3,1,23.0,158.0,true
1755507826492,23,40.9,1,52.0,122.0,true
1755507826492,25,23.3,1,19.0,39.0,true
1755507826492,29,28.2,1,13.0,106.0,true
1755507826492,14,21.0,3,21.0,210.0,false
1755507826492,13,36.7,3,75.0,270.0,false
1755507826492,12,28.3,3,42.0,12.0,true
1755507826492,1,26.3,3,27.0,45.0,false
1755507826492,24,26.2,3,25.0,220.0,true
1755507826492,8,36.7,3,16.0,102.0,false
1755507826492,16,23.5,5,37.0,345.0,false
1755507826492,13,26.9,5,59.0,357.0,true
1755507826492,9,30.1,5,46.0,323.0,true
1755507826492,7,27.7,5,46.0,164.0,true
1755507826492,6,23.3,5,40.0,340.0,false
1755507826492,4,34.7,5,28.0,85.0,true
1755507826492,3,33.5,5,80.0,26.0,true
1755507826492,2,28.5,5,60.0,291.0,false
1755507826492,1,40.5,5,45.0,81.0,false
1755507826492,194,25.3,4,39.0,77.0,false
1755507826492,195,30.6,4,44.0,147.0,true
1755507826492,128,37.1,2,0.0,0.0,false
1755507826492,129,37.0,2,0.0,0.0,false
1755507826492,10,24.9,6,15.0,299.0,true
1755507826492,12,21.5,6,33.0,284.0,false
1755507826492,21,27.8,6,37.0,52.0,true
1755507826492,23,27.9,6,73.0,146.0,true
1755507826492,26,33.9,6,19.0,156.0,true
1755507826492,33,26.7,6,52.0,206.0,true
1755507827498,10,30.4,1,66.0,16.0,true
1755507827498,18,37.6,1,23.0,158.0,true
1755507827498,23,41.2,1,52.0,122.0,true
1755507827498,25,23.9,1,19.0,39.0,true
1755507827498,26,23.4,1,59.0,212.0,true
1755507827498,28,23.6,1,32.0,336.0,false
1755507827498,29,29.3,1,13.0,106.0,true
1755507827498,14,21.0,3,21.0,210.0,false
1755507827498,13,36.8,3,75.0,270.0,false
1755507827498,12,27.2,3,42.0,12.0,true
1755507827498,1,25.7,3,27.0,45.0,false
1755507827498,24,24.7,3,25.0,220.0,true
1755507827498,8,37.0,3,16.0,102.0,false
1755507827498,16,24.9,5,37.0,345.0,true
1755507827498,13,27.1,5,59.0,357.0,true
1755507827498,9,28.8,5,46.0,323.0,true
1755507827498,7,28.5,5,46.0,164.0,true
1755507827498,6,22.6,5,40.0,340.0,true
1755507827498,4,35.3,5,28.0,85.0,true
1755507827498,3,34.1,5,80.0,26.0,true
1755507827498,2,28.5,5,60.0,291.0,true
1755507827498,1,40.2,5,45.0,81.0,false
1755507827498,194,26.8,4,39.0,77.0,false
1755507827498,195,29.1,4,44.0,147.0,true
1755507827498,128,37.3,2,0.0,0.0,false
1755507827498,129,36.8,2,0.0,0.0,false
1755507827498,10,25.0,6,15.0,299.0,true
1755507827498,12,21.5,6,33.0,284.0,true
1755507827498,21,28.1,6,37.0,52.0,true
1755507827498,23,27.7,6,73.0,146.0,true
1755507827498,26,34.5,6,19.0,156.0,true
1755507827498,33,25.9,6,52.0,206.0,true
1755507828516,10,29.1,1,66.0,16.0,true
1755507828516,18,37.7,1,23.0,158.0,true
1755507828516,23,41.2,1,52.0,122.0,true
1755507828516,25,22.6,1,19.0,39.0,true
1755507828516,26,23.4,1,59.0,212.0,true
1755507828516,28,23.8,1,32.0,336.0,true
1755507828516,29,28.9,1,13.0,106.0,true
1755507828516,31,21.9,1,37.0,298.0,true
1755507828516,13,36.6,3,75.0,270.0,false
1755507828516,12,28.0,3,42.0,12.0,true
1755507828516,1,26.7,3,27.0,45.0,false
1755507828516,24,24.9,3,25.0,220.0,true
1755507828516,8,37.3,3,16.0,102.0,false
1755507828516,16,23.8,5,37.0,345.0,true
1755507828516,13,27.6,5,59.0,357.0,true
1755507828516,9,30.0,5,46.0,323.0,true
1755507828516,7,28.7,5,46.0,164.0,true
1755507828516,6,22.5,5,40.0,340.0,true
1755507828516,4,35.7,5,28.0,85.0,true
1755507828516,3,32.4,5,80.0,26.0,true
1755507828516,2,26.6,5,60.0,291.0,true
1755507828516,1,39.8,5,45.0,81.0,false
1755507828516,194,27.5,4,39.0,77.0,false
1755507828516,195,29.6,4,44.0,147.0,true
1755507828516,128,37.5,2,0.0,0.0,false
1755507828516,129,36.9,2,0.0,0.0,false
1755507828516,10,24.2,6,15.0,299.0,true
1755507828516,12,21.5,6,33.0,284.0,true
1755507828516,21,28.2,6,37.0,52.0,true
1755507828516,23,28.0,6,73.0,146.0,true
1755507828516,26,34.8,6,19.0,156.0,true
1755507828516,33,23.8,6,52.0,206.0,true
1755507829538,10,29.2,1,66.0,16.0,true
1755507829538,18,37.4,1,23.0,158.0,true
1755507829538,23,41.4,1,52.0,122.0,true
1755507829538,25,22.8,1,19.0,39.0,true
1755507829538,28,23.9,1,32.0,336.0,true
1755507829538,29,28.5,1,13.0,106.0,true
1755507829538,31,23.6,1,37.0,298.0,true
1755507829538,13,36.2,3,75.0,270.0,false
1755507829538,12,28.0,3,42.0,12.0,true
1755507829538,1,26.5,3,27.0,45.0,false
1755507829538,24,25.7,3,25.0,220.0,true
1755507829538,8,36.8,3,16.0,102.0,false
1755507829538,16,24.1,5,37.0,345.0,true
1755507829538,13,26.9,5,59.0,357.0,true
1755507829538,9,31.3,5,46.0,323.0,true
1755507829538,7,28.5,5,46.0,164.0,true
1755507829538,6,24.2,5,40.0,340.0,true
1755507829538,4,35.6,5,28.0,85.0,true
1755507829538,3,33.3,5,80.0,26.0,true
1755507829538,2,26.6,5,60.0,291.0,true
1755507829538,1,39.4,5,45.0,81.0,false
1755507829538,194,28.7,4,39.0,77.0,false
1755507829538,195,29.8,4,44.0,147.0,true
1755507829538,128,37.8,2,0.0,0.0,false
1755507829538,129,36.7,2,0.0,0.0,false
1755507829538,10,25.0,6,15.0,299.0,true
1755507829538,19,20.2,6,16.0,7.0,true
1755507829538,21,26.4,6,37.0,52.0,true
1755507829538,23,28.3,6,73.0,146.0,true
1755507829538,26,34.9,6,19.0,156.0,true
1755507829538,33,25.6,6,52.0,206.0,true
1755507830498,10,30.0,1,66.0,16.0,true
1755507830498,18,36.9,1,23.0,158.0,true
1755507830498,23,41.3,1,52.0,122.0,true
1755507830498,25,24.7,1,19.0,39.0,true
1755507830498,28,24.7,1,32.0,336.0,true
1755507830498,29,28.3,1,13.0,106.0,true
1755507830498,31,23.2,1,37.0,298.0,true
1755507830498,13,36.7,3,75.0,270.0,false
1755507830498,12,27.4,3,42.0,12.0,true
1755507830498,1,26.3,3,27.0,45.0,false
1755507830498,24,24.1,3,25.0,220.0,true
1755507830498,8,36.2,3,16.0,102.0,false
1755507830498,16,21.9,5,37.0,345.0,true
1755507830498,13,27.7,5,59.0,357.0,true
1755507830498,9,30.3,5,46.0,323.0,true
1755507830498,7,28.8,5,46.0,164.0,true
1755507830498,6,23.2,5,40.0,340.0,true
1755507830498,4,35.8,5,28.0,85.0,true
1755507830498,3,33.3,5,80.0,26.0,true
1755507830498,2,26.6,5,60.0,291.0,true
1755507830498,1,39.5,5,45.0,81.0,false
1755507830498,194,29.7,4,39.0,77.0,false
1755507830498,195,29.9,4,44.0,147.0,true
1755507830498,128,37.5,2,0.0,0.0,false
1755507830498,129,36.5,2,0.0,0.0,false
1755507830498,10,24.9,6,15.0,299.0,true
1755507830498,12,24.6,6,33.0,284.0,true
1755507830498,19,20.2,6,16.0,7.0,true
1755507830498,21,27.6,6,37.0,52.0,true
1755507830498,23,27.3,6,73.0,146.0,true
1755507830498,26,34.6,6,19.0,156.0,true
1755507830498,33,25.4,6,52.0,206.0,true
1755507831503,10,29.0,1,66.0,16.0,true
1755507831503,18,37.3,1,23.0,158.0,true
1755507831503,23,40.8,1,52.0,122.0,true
1755507831503,25,23.9,1,19.0,39.0,true
1755507831503,26,21.7,1,59.0,212.0,true
1755507831503,28,24.1,1,32.0,336.0,true
1755507831503,29,27.6,1,13.0,106.0,true
1755507831503,31,24.4,1,37.0,298.0,true
1755507831503,13,36.7,3,75.0,270.0,false
1755507831503,12,27.8,3,42.0,12.0,true
1755507831503,1,25.9,3,27.0,45.0,false
1755507831503,24,26.9,3,25.0,220.0,true
1755507831503,8,37.3,3,16.0,102.0,false
1755507831503,16,23.6,5,37.0,345.0,true
1755507831503,13,27.1,5,59.0,357.0,true
1755507831503,9,30.0,5,46.0,323.0,true
1755507831503,7,27.1,5,46.0,164.0,true
1755507831503,6,25.5,5,40.0,340.0,true
1755507831503,4,35.0,5,28.0,85.0,true
1755507831503,3,33.4,5,80.0,26.0,true
1755507831503,2,27.5,5,60.0,291.0,true
1755507831503,1,39.4,5,45.0,81.0,false
1755507831503,194,28.5,4,39.0,77.0,false
1755507831503,195,32.6,4,44.0,147.0,true
1755507831503,128,37.7,2,0.0,0.0,false
1755507831503,129,36.4,2,0.0,0.0,false
1755507831503,10,24.4,6,15.0,299.0,true
1755507831503,12,24.6,6,33.0,284.0,true
1755507831503,19,20.2,6,16.0,7.0,true
1755507831503,21,27.0,6,37.0,52.0,true
1755507831503,23,28.6,6,73.0,146.0,true
1755507831503,26,34.5,6,19.0,156.0,true
1755507831503,33,26.3,6,52.0,206.0,true
1755507832497,10,26.8,1,66.0,16.0,true
1755507832497,18,37.3,1,23.0,158.0,true
1755507832497,23,40.6,1,52.0,122.0,true
1755507832497,25,23.7,1,19.0,39.0,true
1755507832497,26,21.7,1,59.0,212.0,true
1755507832497,28,24.7,1,32.0,336.0,true
1755507832497,29,26.3,1,13.0,106.0,true
1755507832497,31,22.3,1,37.0,298.0,true
1755507832497,13,36.4,3,75.0,270.0,false
1755507832497,12,27.9,3,42.0,12.0,true
1755507832497,1,25.4,3,27.0,45.0,false
1755507832497,24,26.5,3,25.0,220.0,true
1755507832497,8,36.5,3,16.0,102.0,false
1755507832497,16,25.0,5,37.0,345.0,true
1755507832497,13,27.0,5,59.0,357.0,true
1755507832497,9,30.5,5,46.0,323.0,true
1755507832497,7,28.7,5,46.0,164.0,true
1755507832497,6,24.3,5,40.0,340.0,true
1755507832497,4,35.6,5,28.0,85.0,true
1755507832497,3,31.6,5,80.0,26.0,true
1755507832497,2,27.5,5,60.0,291.0,true
1755507832497,1,39.0,5,45.0,81.0,false
1755507832497,194,28.0,4,39.0,77.0,false
1755507832497,195,33.8,4,44.0,147.0,true
1755507832497,128,36.9,2,0.0,0.0,false
1755507832497,129,36.5,2,0.0,0.0,false
1755507832497,10,25.2,6,15.0,299.0,true
1755507832497,12,24.6,6,33.0,284.0,true
1755507832497,19,20.2,6,16.0,7.0,true
1755507832497,21,27.0,6,37.0,52.0,true
1755507832497,23,30.9,6,73.0,146.0,true
1755507832497,26,33.1,6,19.0,156.0,true
1755507832497,33,25.3,6,52.0,206.0,true
1755507833498,10,27.9,1,66.0,16.0,true
1755507833498,18,38.6,1,23.0,158.0,true
1755507833498,23,40.1,1,52.0,122.0,true
1755507833498,25,23.3,1,19.0,39.0,true
1755507833498,26,20.9,1,59.0,212.0,true
1755507833498,28,21.3,1,32.0,336.0,true
1755507833498,29,29.1,1,13.0,106.0,true
1755507833498,31,22.3,1,37.0,298.0,true
1755507833498,13,36.6,3,75.0,270.0,false
1755507833498,12,28.8,3,42.0,12.0,true
1755507833498,1,27.0,3,27.0,45.0,false
1755507833498,24,26.3,3,25.0,220.0,true
1755507833498,8,32.3,3,16.0,102.0,false
1755507833498,16,21.9,5,37.0,345.0,true
1755507833498,13,27.6,5,59.0,357.0,true
1755507833498,9,29.4,5,46.0,323.0,true
1755507833498,7,29.1,5,46.0,164.0,true
1755507833498,6,24.5,5,40.0,340.0,true
1755507833498,4,37.5,5,28.0,85.0,true
1755507833498,3,31.6,5,80.0,26.0,true
1755507833498,2,27.5,5,60.0,291.0,true
1755507833498,1,39.5,5,45.0,81.0,false
1755507833498,194,28.2,4,39.0,77.0,false
1755507833498,195,33.5,4,44.0,147.0,true
1755507833498,128,37.4,2,0.0,0.0,false
1755507833498,129,36.4,2,0.0,0.0,false
1755507833498,10,24.6,6,15.0,299.0,true
1755507833498,12,24.6,6,33.0,284.0,true
1755507833498,21,28.9,6,37.0,52.0,true
1755507833498,23,31.5,6,73.0,146.0,true
1755507833498,26,28.2,6,19.0,156.0,true
1755507833498,33,25.4,6,52.0,206.0,true
1755507834505,10,29.6,1,66.0,16.0,true
1755507834505,18,38.3,1,23.0,158.0,true
1755507834505,23,41.9,1,52.0,122.0,true
1755507834505,25,23.0,1,19.0,39.0,true
1755507834505,26,21.6,1,59.0,212.0,true
1755507834505,28,21.6,1,32.0,336.0,true
1755507834505,29,26.1,1,13.0,106.0,true
1755507834505,31,22.3,1,37.0,298.0,true
1755507834505,13,36.5,3,75.0,270.0,false
1755507834505,12,27.2,3,42.0,12.0,true
1755507834505,1,24.5,3,27.0,45.0,false
1755507834505,24,26.2,3,25.0,220.0,true
1755507834505,8,34.2,3,16.0,102.0,false
1755507834505,16,25.7,5,37.0,345.0,true
1755507834505,13,27.6,5,59.0,357.0,true
1755507834505,9,31.0,5,46.0,323.0,true
1755507834505,7,28.3,5,46.0,164.0,true
1755507834505,6,25.6,5,40.0,340.0,true
1755507834505,4,37.7,5,28.0,85.0,true
1755507834505,3,31.3,5,80.0,26.0,true
1755507834505,2,25.7,5,60.0,291.0,true
1755507834505,1,39.0,5,45.0,81.0,false
1755507834505,194,30.8,4,39.0,77.0,false
1755507834505,195,29.4,4,44.0,147.0,true
1755507834505,128,35.2,2,0.0,0.0,false
1755507834505,129,36.9,2,0.0,0.0,false
1755507834505,10,22.6,6,15.0,299.0,true
1755507834505,12,21.0,6,33.0,284.0,true
1755507834505,21,28.9,6,37.0,52.0,true
1755507834505,23,31.7,6,73.0,146.0,true
1755507834505,26,32.2,6,19.0,156.0,true
1755507834505,33,25.5,6,52.0,206.0,true
1755507835506,10,31.0,1,66.0,16.0,true
1755507835506,18,37.7,1,23.0,158.0,true
1755507835506,23,42.0,1,52.0,122.0,true
1755507835506,25,21.2,1,19.0,39.0,true
1755507835506,26,21.3,1,59.0,212.0,true
1755507835506,28,21.6,1,32.0,336.0,true
1755507835506,29,26.1,1,13.0,106.0,true
1755507835506,31,22.3,1,37.0,298.0,true
1755507835506,32,22.6,1,18.0,8.0,false
1755507835506,13,35.8,3,75.0,270.0,false
1755507835506,12,24.9,3,42.0,12.0,true
1755507835506,1,24.3,3,27.0,45.0,false
1755507835506,24,27.1,3,25.0,220.0,true
1755507835506,8,34.3,3,16.0,102.0,false
1755507835506,16,23.5,5,37.0,345.0,true
1755507835506,13,29.0,5,59.0,357.0,true
1755507835506,9,31.0,5,46.0,323.0,true
1755507835506,7,28.6,5,46.0,164.0,true
1755507835506,6,27.1,5,40.0,340.0,true
1755507835506,4,37.9,5,28.0,85.0,true
1755507835506,3,33.1,5,80.0,26.0,true
1755507835506,2,25.7,5,60.0,291.0,true
1755507835506,1,38.4,5,45.0,81.0,false
1755507835506,194,32.0,4,39.0,77.0,false
1755507835506,195,24.6,4,44.0,147.0,true
1755507835506,128,35.1,2,0.0,0.0,false
1755507835506,129,37.1,2,0.0,0.0,false
1755507835506,10,22.8,6,15.0,299.0,true
1755507835506,12,26.6,6,33.0,284.0,true
1755507835506,21,25.8,6,37.0,52.0,true
1755507835506,23,31.5,6,73.0,146.0,true
1755507835506,26,31.0,6,19.0,156.0,true
1755507835506,33,24.7,6,52.0,206.0,true
1755507836504,10,29.2,1,66.0,16.0,true
1755507836504,18,37.3,1,23.0,158.0,true
1755507836504,23,41.6,1,52.0,122.0,true
1755507836504,25,21.3,1,19.0,39.0,true
1755507836504,26,21.3,1,59.0,212.0,true
1755507836504,29,23.0,1,13.0,106.0,true
1755507836504,32,22.6,1,18.0,8.0,true
1755507836504,13,36.3,3,75.0,270.0,false
1755507836504,12,25.9,3,42.0,12.0,true
1755507836504,1,25.6,3,27.0,45.0,false
1755507836504,24,26.9,3,25.0,220.0,true
1755507836504,8,34.5,3,16.0,102.0,false
1755507836504,16,23.6,5,37.0,345.0,true
1755507836504,13,28.1,5,59.0,357.0,true
